2025-02-16 13:50:48,838 INFO  unknown unknown org.hibernate.validator.internal.util.Version @ HV000001: Hibernate Validator 6.2.5.Final
2025-02-16 13:50:49,188 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:49,416 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:49,452 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public static void org.apache.commons.configuration2.SystemConfiguration.setSystemProperties(java.lang.String,java.lang.String) throws org.apache.commons.configuration2.ex.ConfigurationException! Ignoring this property.
2025-02-16 13:50:49,452 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:49,459 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:49,473 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:49,497 INFO  unknown unknown org.apache.commons.beanutils.FluentPropertyBeanIntrospector @ Error when creating PropertyDescriptor for public final void org.apache.commons.configuration2.AbstractConfiguration.setProperty(java.lang.String,java.lang.Object)! Ignoring this property.
2025-02-16 13:50:51,977 INFO  unknown unknown org.ehcache.shadow.org.terracotta.offheapstore.paging.UpfrontAllocatingPageSource @ Allocating 4MB in chunks
2025-02-16 13:50:52,006 INFO  unknown unknown org.ehcache.core.EhcacheManager @ Cache 'sherpa.searchByJournalISSN' created in EhcacheManager.
2025-02-16 13:50:52,010 INFO  unknown unknown org.ehcache.shadow.org.terracotta.offheapstore.paging.UpfrontAllocatingPageSource @ Allocating 10.0MB in chunks
2025-02-16 13:50:52,014 INFO  unknown unknown org.ehcache.core.EhcacheManager @ Cache 'manifests' created in EhcacheManager.
2025-02-16 13:50:52,017 INFO  unknown unknown org.ehcache.shadow.org.terracotta.offheapstore.paging.UpfrontAllocatingPageSource @ Allocating 4MB in chunks
2025-02-16 13:50:52,020 INFO  unknown unknown org.ehcache.core.EhcacheManager @ Cache 'canvasdimensions' created in EhcacheManager.
2025-02-16 13:50:52,058 INFO  unknown unknown org.ehcache.jsr107.Eh107CacheManager @ Registering Ehcache MBean javax.cache:type=CacheStatistics,CacheManager=file.C./Dspace/config/ehcache.xml,Cache=sherpa.searchByJournalISSN
2025-02-16 13:50:52,060 INFO  unknown unknown org.ehcache.jsr107.Eh107CacheManager @ Registering Ehcache MBean javax.cache:type=CacheStatistics,CacheManager=file.C./Dspace/config/ehcache.xml,Cache=manifests
2025-02-16 13:50:52,060 INFO  unknown unknown org.ehcache.jsr107.Eh107CacheManager @ Registering Ehcache MBean javax.cache:type=CacheStatistics,CacheManager=file.C./Dspace/config/ehcache.xml,Cache=canvasdimensions
